MassRunningOrder,BaseWheel,EnginePower,InnovativeTechnology,ElecRange_NO_RANGE,ElecRange_0to50,ElecRange_50to100,ElecRange_100to150,ElecRange_150+,Pool_BMW,Pool_FORD,Pool_HYUNDAI,Pool_KIA,Pool_MAZDA-SUBARU-SUZUKI-TOYOTA,Pool_MERCEDES-BENZ,Pool_RENAULT-NISSAN-MITSUBISHI,Pool_STELLANTIS,Pool_TESLA,Pool_VW-SAIC,FuelType_DIESEL,FuelType_DIESEL/ELECTRIC,FuelType_E85,FuelType_ELECTRIC,FuelType_LPG,FuelType_NG,FuelType_NG-BIOMETHANE,FuelType_PETROL,FuelType_PETROL/ELECTRIC
".values =
0.22267441860465115

.base_values =
1.8255813953488371

.data =
1812.0",".values =
-0.02325581395348837

.base_values =
1.8255813953488371

.data =
2700.0",".values =
0.06511627906976745

.base_values =
1.8255813953488371

.data =
150.0",".values =
-0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.9604651162790698

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.009302325581395344

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.004069767441860462

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.009302325581395321

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.004069767441860462

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-1.0511627906976746

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.08488372093023253

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.013953488372093014

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.04709302325581395

.base_values =
1.8255813953488371

.data =
1364.0",".values =
0.0046511627906976934

.base_values =
1.8255813953488371

.data =
2650.0",".values =
-0.27616279069767435

.base_values =
1.8255813953488371

.data =
74.0",".values =
-0.0005813953488371992

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.21860465116279065

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.04127906976744187

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.058139534883720936

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.008720930232558145

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.02034883720930234

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0029069767441860404

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.07325581395348839

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.1401162790697674

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.1447674418604651

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.13779069767441868

.base_values =
1.8255813953488371

.data =
0.0"
".values =
1.5284883720930231

.base_values =
1.8255813953488371

.data =
1922.0",".values =
0.002906976744186063

.base_values =
1.8255813953488371

.data =
2939.0",".values =
0.07151162790697681

.base_values =
1.8255813953488371

.data =
143.0",".values =
-0.0023255813953488415

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.34244186046511615

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.003488372093023251

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.020348837209302306

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.001744186046511631

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.013953488372092981

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.06453488372093028

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.2017441860465116

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.12034883720930227

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.20290697674418617

.base_values =
1.8255813953488371

.data =
0.0"
".values =
0.15581395348837215

.base_values =
1.8255813953488371

.data =
1680.0",".values =
0.04069767441860463

.base_values =
1.8255813953488371

.data =
2729.0",".values =
0.004651162790697663

.base_values =
1.8255813953488371

.data =
118.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
-1.0470930232558138

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372273

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.011046511627906997

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488371992

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0011627906976744318

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.005813953488372103

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0029069767441860517

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.016279069767441888

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.05872093023255811

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.9383720930232557

.base_values =
1.8255813953488371

.data =
1.0"
".values =
-0.3656976744186046

.base_values =
1.8255813953488371

.data =
1010.0",".values =
0.12034883720930237

.base_values =
1.8255813953488371

.data =
2425.0",".values =
-0.17732558139534885

.base_values =
1.8255813953488371

.data =
61.0",".values =
-0.003488372093023262

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.225

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.012209302325581418

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0023255813953488302

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.007558139534883735

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.012209302325581395

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.13081395348837205

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.12267441860465123

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.13488372093023263

.base_values =
1.8255813953488371

.data =
0.0"
".values =
0.05639534883720927

.base_values =
1.8255813953488371

.data =
1486.0",".values =
-0.17034883720930233

.base_values =
1.8255813953488371

.data =
2700.0",".values =
0.9232558139534885

.base_values =
1.8255813953488371

.data =
121.0",".values =
-0.002325581395348819

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.24302325581395356

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.06744186046511624

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.008720930232558132

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.10232558139534889

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.07325581395348835

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.18604651162790695

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.6534883720930232

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.18604651162790703

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.1581395348837209

.base_values =
1.8255813953488371

.data =
1445.0",".values =
0.018023255813953486

.base_values =
1.8255813953488371

.data =
2650.0",".values =
0.043604651162790685

.base_values =
1.8255813953488371

.data =
100.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.22325581395348842

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0029069767441860517

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.013953488372093027

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.02790697674418603

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.003488372093023262

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.003488372093023251

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.013953488372093027

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.09534883720930236

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.14011627906976745

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.1511627906976744

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.13023255813953494

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.42558139534883727

.base_values =
1.8255813953488371

.data =
1225.0",".values =
0.08837209302325583

.base_values =
1.8255813953488371

.data =
2600.0",".values =
0.018023255813953466

.base_values =
1.8255813953488371

.data =
95.0",".values =
-0.0017441860465116088

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.21279069767441866

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.002325581395348819

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.09011627906976746

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0011627906976743984

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.006395348837209302

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.009302325581395344

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0023255813953488524

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.14069767441860465

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.10581395348837212

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.14360465116279078

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.48430232558139535

.base_values =
1.8255813953488371

.data =
1230.0",".values =
0.2087209302325581

.base_values =
1.8255813953488371

.data =
2552.0",".values =
-0.23720930232558138

.base_values =
1.8255813953488371

.data =
81.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.19476744186046507

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488371882

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.005813953488372103

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.004069767441860472

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.04186046511627911

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.04127906976744187

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.15058139534883722

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.09476744186046512

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.15988372093023256

.base_values =
1.8255813953488371

.data =
0.0"
".values =
0.1959302325581395

.base_values =
1.8255813953488371

.data =
1705.0",".values =
-0.36918604651162784

.base_values =
1.8255813953488371

.data =
2851.0",".values =
0.08430232558139533

.base_values =
1.8255813953488371

.data =
140.0",".values =
-0.003488372093023262

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.2156976744186046

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.029069767441860482

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.030232558139534894

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0023255813953488415

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.003488372093023262

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.024999999999999967

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.06976744186046514

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.1552325581395349

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.14709302325581386

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.13953488372093026

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.3930232558139534

.base_values =
1.8255813953488371

.data =
1280.0",".values =
0.060465116279069774

.base_values =
1.8255813953488371

.data =
2588.0",".values =
-0.08953488372093024

.base_values =
1.8255813953488371

.data =
91.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.20116279069767443

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0011627906976744208

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0023255813953488636

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.025581395348837188

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.011046511627906975

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.027325581395348842

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.15174418604651166

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.06744186046511635

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.1337209302325582

.base_values =
1.8255813953488371

.data =
0.0"
".values =
-0.11511627906976743

.base_values =
1.8255813953488371

.data =
1417.0",".values =
0.005232558139534871

.base_values =
1.8255813953488371

.data =
2670.0",".values =
0.015116279069767435

.base_values =
1.8255813953488371

.data =
85.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.2017441860465116

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.030232558139534915

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0494186046511628

.base_values =
1.8255813953488371

.data =
1.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0023255813953488524

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.10930232558139534

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.1354651162790698

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.17732558139534885

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.13720930232558146

.base_values =
1.8255813953488371

.data =
0.0"
".values =
0.5116279069767442

.base_values =
1.8255813953488371

.data =
2065.0",".values =
-0.02906976744186048

.base_values =
1.8255813953488371

.data =
2860.0",".values =
0.026162790697674437

.base_values =
1.8255813953488371

.data =
135.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-1.134302325581395

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.014534883720930234

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.001744186046511631

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.012209302325581418

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.010465116279069767

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.015697674418604667

.base_values =
1.8255813953488371

.data =
0.0",".values =
4.163336342344337e-18

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.016279069767441846

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.08779069767441858

.base_values =
1.8255813953488371

.data =
0.0",".values =
-1.1273255813953489

.base_values =
1.8255813953488371

.data =
1.0"
".values =
-0.43081395348837204

.base_values =
1.8255813953488371

.data =
1280.0",".values =
0.04244186046511631

.base_values =
1.8255813953488371

.data =
2605.0",".values =
-0.052906976744186075

.base_values =
1.8255813953488371

.data =
96.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.21976744186046507

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.0005813953488372104

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.021511627906976784

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0017441860465116422

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
-0.012209302325581395

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.01976744186046514

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.14069767441860465

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.0

.base_values =
1.8255813953488371

.data =
0.0",".values =
0.08139534883720932

.base_values =
1.8255813953488371

.data =
1.0",".values =
0.1430232558139535

.base_values =
1.8255813953488371

.data =
0.0"
